id,name,appearances,goals,asists,yellow_cards,second_yellow_cards,red_cards,minutes_played,goals_conceded,clean_sheets
579299,edoardo-sottini,33,4,-,6,-,-,2.856',,
539632,lorenzo-moretti,34,1,3,4,-,-,2.680',,
614498,fabio-cortinovis,10,-,-,1,-,-,734',,
731491,franco-carboni,36,2,10,10,-,-,2.918',,
487838,niccolo-squizzato,12,-,-,2,-,-,272',,
562255,david-wieser,19,1,3,1,-,-,1.005',,
553512,riccardo-boscolo-chio,23,2,2,1,-,-,968',,
622380,cesare-casadei,40,17,5,8,-,-,3.040',,
486347,tibo-persyn,6,2,-,1,-,-,175',,
564532,franco-vezzoni,20,-,-,3,-,-,927',,
613393,gaetano-oristanio,35,7,1,1,-,-,2.137',,
640109,martin-satriano,23,5,1,6,-,1,1.289',,
553513,nicholas-bonfanti,16,10,-,1,-,-,784',,
492319,franco-israel,39,-,,1,-,-,3.540',39,12
564792,giovanni-garofani,9,-,,-,-,-,810',14,-
568559,radu-dragusin,22,-,-,2,-,-,1.197',,
490384,koni-de-winter,34,2,-,5,-,1,2.505',,
487835,alessandro-pio-riccio,27,1,-,3,-,-,2.085',,
406842,riccardo-capellini,25,-,-,6,1,-,1.933',,
459535,davide-de-marino,1,-,-,-,-,-,88',,
457674,alessandro-di-pardo,30,1,1,6,1,-,2.047',,
362842,arthur-melo,31,-,1,4,-,-,1.534',,
489611,filippo-ranocchia,32,1,3,7,-,-,2.436',,
418571,hamza-rafia,23,-,1,5,-,-,731',,
682032,marley-ake,32,5,6,4,-,-,2.015',,
479648,felix-correia,21,-,-,1,-,-,557',,
564795,cosimo-da-graca,25,4,-,2,-,-,1.554',,
525602,alejandro-marques,32,10,-,5,-,-,1.284',,
592924,andreas-jungdal,4,-,,-,-,-,360',4,1
499441,leonardo-moleri,-,-,,-,-,-,-,-,-
585949,pierre-kalulu,37,1,3,5,-,-,2.516',,
584452,nikolaos-michelis,13,-,-,-,-,1,641',,
621123,luca-stanga,32,-,2,6,1,-,2.630',,
582302,enrico-di-gesu,31,2,1,3,-,-,2.476',,
492627,marco-frigerio,34,-,2,7,-,-,2.439',,
562259,antonio-mionic,23,-,-,-,-,-,530',,
421773,riccardo-tonin,24,1,1,4,-,-,829',,
673495,emil-roback,27,7,1,2,-,-,1.184',,
618505,davide-costanzo,34,1,-,8,-,-,2.883',,
421781,valerio-labriola,32,-,2,4,2,-,1.359',,
566936,antonio-cioffi,31,5,-,4,-,-,2.064',,
662562,giuseppe-dagostino,35,5,6,6,-,-,2.839',,
163086,cristiano-piccini,22,1,-,3,-,-,1.157',,
571604,giorgio-scalvini,30,4,-,2,1,-,1.703',,
262939,johan-mojica,34,2,5,4,-,1,2.977',,
369674,joakim-maehle,35,3,2,2,-,-,2.101',,
421769,davide-ghislandi,26,-,1,5,-,-,2.094',,
487836,simone-panada,37,1,7,14,-,-,2.599',,
432089,emmanuel-gyabuaa,8,-,-,1,-,-,228',,
616631,matteo-ruggeri,15,-,1,1,-,-,766',,
255450,aleksey-miranchuk,25,2,5,-,-,-,945',,
203842,viktor-kovalenko,27,1,4,4,-,-,1.409',,
421768,alessandro-cortinovis,30,1,2,2,-,-,1.462',,
581604,pietro-boer,2,-,,-,-,-,180',3,-
6807,simone-farelli,,,,,,,,,
673193,filippo-berti,1,-,,-,-,-,90',-,1
627439,amir-feratovic,10,-,-,1,-,-,647',,
628560,raul-morichelli,26,-,1,10,1,2,1.824',,
475208,bryan-reynolds,12,1,-,-,-,-,768',,
628645,filippo-tripi,31,1,4,4,-,-,2.688',,
538569,tommaso-milanese,35,1,1,3,-,-,2.286',,
562049,edoardo-bove,13,1,-,1,-,-,110',,
550108,nicola-zalewski,24,-,2,2,-,-,1.206',,
536520,ruben-providence,5,-,-,-,-,-,101',,
628558,riccardo-ciervo,12,-,2,1,-,-,294',,
540827,suf-podgoreanu,5,-,1,-,-,-,110',,
536455,mory-bamba,20,1,-,-,-,-,980',,
720868,lamine-tall,7,-,-,-,-,-,436',,
627213,gabriel-pereira,6,-,,-,-,-,476',2,4
421778,damiano-franco,2,-,-,-,-,-,146',,
607586,enzo-adeagbo,20,-,-,2,-,-,1.718',,
625088,marzio-pica,18,-,1,3,1,-,1.558',,
500419,mattia-novella,31,-,-,1,-,-,1.034',,
407094,szymon-czyz,25,-,2,2,-,-,1.318',,
613539,marco-bertini,28,9,5,9,-,-,2.470',,
170481,jean-daniel-akpa-akpro,13,-,-,2,-,-,416',,
266795,gonzalo-escalante,18,5,1,7,1,-,1.308',,
610163,florent-shehu,21,5,1,2,-,-,1.233',,
256267,vedat-muriqi,32,5,4,8,-,-,1.913',,
712042,jacopo-ricco,33,-,,1,-,-,2.951',47,9
373373,lucas-martinez-quarta,22,1,-,10,1,-,1.598',,
441264,julian-illanes,29,1,2,12,1,-,2.318',,
459707,eduard-dutu,26,-,1,5,1,1,1.806',,
625630,lorenzo-chiti,1,-,-,1,-,-,80',,
658612,dimo-krastev,34,2,3,4,-,-,2.188',,
534082,fabio-ponsi,24,-,-,5,-,-,1.075',,
602124,alessandro-bianco,35,3,7,8,1,1,2.973',,
89086,aleksandr-kokorin,7,-,-,1,-,-,125',,
547786,louis-munteanu,11,2,-,1,-,-,649',,
502475,samuele-vitale,23,-,,-,-,-,2.100',23,7
290862,maxime-lopez,37,2,2,14,-,-,3.073',,
497312,federico-artioli,32,2,1,2,-,-,1.399',,
557132,matteo-saccani,37,1,3,10,-,-,2.725',,
547818,raul-steau,22,2,-,2,-,-,1.125',,
658244,luigi-samele,32,12,2,4,-,-,2.348',,
721953,isaac-karamoko,24,4,2,1,-,-,1.464',,
286047,guglielmo-vicario,39,-,,1,-,-,3.510',72,7
533134,francesco-cusumano,24,-,1,4,-,1,1.724',,
295183,razvan-marin,37,1,6,5,1,-,2.900',,
475410,matteo-tramoni,42,8,3,5,-,-,2.293',,
666547,zito-luvumbo,23,11,5,5,-,-,1.644',,
481836,gianluca-contini,32,8,1,8,-,-,2.021',,
336125,mergim-vojvoda,30,-,3,3,-,-,2.018',,
293210,amer-gojak,39,2,1,3,-,-,1.735',,
534174,samuele-vianni,26,-,-,-,-,-,670',,
612059,edoardo-piana,18,-,,-,-,-,1.575',22,6
617178,matteo-carnelos,12,-,,1,-,-,1.080',16,5
241477,thomas-ouwejan,30,3,8,1,-,-,2.556',,
424042,nahuel-molina,37,8,5,6,1,-,2.784',,
568117,alessandro-rigo,,,,,,,,,
322305,jean-victor-makengo,36,1,3,6,1,-,2.512',,
53536,tolgay-arslan,33,1,2,10,-,-,1.770',,
339707,cristo,33,3,1,1,-,-,1.193',,
470391,jayden-braaf,,,,,,,,,
704714,salah-basha,23,14,5,2,-,-,1.872',,
371013,ivor-pandur,5,-,,-,-,-,450',10,1
644676,bruno-amione,16,-,-,5,-,-,1.210',,
389837,nicolo-casale,37,-,2,10,-,-,2.613',,
546529,bernardo-calabrese,30,2,2,10,-,-,2.530',,
615930,matei-ilie,1,-,-,-,-,-,37',,
621346,eugenio-bracelli,27,-,-,5,-,-,1.813',,
556385,destiny-udogie,37,5,3,4,-,-,2.693',,
290032,kevin-ruegg,20,-,2,3,-,-,1.396',,
470794,ivan-ilic,34,2,5,6,-,1,2.570',,
519175,lorenzo-bertini,19,3,1,2,-,-,1.109',,
550106,matteo-cancellieri,14,2,1,1,-,-,385',,
546527,philip-yeboah,27,13,2,-,-,-,2.225',,
227347,valentin-antov,15,-,1,2,-,-,992',,
556173,omar-khailoti,16,-,-,5,-,-,969',,
818878,wisdom-amey,36,2,-,10,-,1,3.007',,
861221,ebenezer-annan,32,1,1,5,-,-,2.373',,
591949,aaron-hickey,36,5,1,7,-,-,2.835',,
704117,alex-arnofoli,25,-,-,2,-,-,1.530',,
699442,kacper-urbanski,33,2,3,1,-,-,2.282',,
537490,matias-rocchi,23,4,2,1,-,-,1.159',,
482792,simone-rabbi,37,5,2,3,-,-,2.018',,
616667,mattia-pagliuca,26,2,3,5,1,-,1.754',,
818888,antonio-raimondo,35,14,2,7,-,-,2.813',,
604207,filippo-rinaldi,9,-,,1,-,-,763',15,2
700643,martin-turk,13,-,,2,-,-,1.170',12,5
625202,lautaro-valenti,9,-,1,1,-,-,703',,
358165,yordan-osorio,16,-,1,2,-,-,1.382',,
621965,daan-dierckx,-,-,-,-,-,-,-,,
534198,abdoul-hate-bane,33,1,-,4,-,2,2.684',,
613781,vasilios-zagaritis,5,-,-,-,-,-,59',,
570817,maxime-busi,25,1,-,4,-,-,1.625',,
651727,reinaldo-radu,,,,,,,,,
182889,wylan-cyprien,29,2,3,3,-,-,1.728',,
507486,simon-sohm,29,-,-,6,-,-,1.619',,
466268,juan-brunetta,26,2,6,7,-,1,1.465',,
535469,valentin-mihaila,20,2,1,4,-,-,907',,
700998,chaka-traore,30,9,6,3,-,-,1.709',,
397486,dennis-man,27,3,2,4,-,-,1.856',,
700646,andre-silva,23,-,-,4,-,-,776',,
42796,nicola-ravaglia,1,-,,-,-,-,4',1,-
540941,mikkel-damsgaard,12,-,-,1,-,-,613',,
469690,nik-prelec,11,1,1,2,-,-,160',,
163048,alberto-paleari,39,-,,2,-,-,3.473',36,14
579746,giuseppe-agostino,7,-,,2,-,-,552',9,3
272638,jerome-onguene,18,2,1,3,-,-,1.385',,
464465,daniel-dumbravanu,16,-,-,5,-,-,911',,
507479,darian-males,44,7,8,2,-,-,1.993',,
623040,yayah-kallon,22,1,4,4,-,-,1.040',,
319231,claudiu-micovschi,27,1,2,1,-,-,1.131',,
358166,eldor-shomurodov,40,5,6,2,-,-,1.188',,
79045,jeroen-zoet,9,-,,1,-,-,810',22,-
459300,axel-desjardins,22,-,,1,-,-,1.915',9,15
435228,ardian-ismajli,22,-,-,7,-,-,1.391',,
16873,claudio-terzi,30,1,-,11,-,1,2.623',,
632831,nicolo-bertola,11,1,-,1,-,-,842',,
624548,salva-ferrer,29,-,3,3,-,-,1.662',,
287367,luca-vignali,34,3,4,4,1,-,2.754',,
198087,matteo-ricci,31,2,4,11,-,-,2.254',,
435213,leo-sena,,,,,,,,,
281900,paolo-bartolomei,21,-,-,2,-,-,953',,
353796,giulio-maggiore,36,2,4,9,-,-,2.923',,
257751,simone-bastoni,32,3,4,5,-,1,2.357',,
552472,nahuel-estevez,27,-,4,9,-,-,2.156',,
230826,gennaro-acampora,41,2,11,9,-,-,2.819',,
397950,giuseppe-mastinu,35,2,1,8,-,-,1.568',,
632829,niccolo-pietra,16,7,5,3,-,-,1.418',,
241076,emmanuel-gyasi,37,6,-,10,-,-,3.054',,
354814,mbala-nzola,22,2,1,3,-,-,1.131',,
504825,gian-marco-crespi,16,-,,1,-,-,1.395',25,4
621223,francesco-dalterio,37,-,,1,-,-,3.360',34,17
66736,lisandro-magallan,31,1,1,6,-,-,2.299',,
169841,vladimir-golemic,29,3,2,8,-,-,2.545',,
621232,sergio-yakubiv,16,2,1,1,-,1,1.171',,
818159,giovanni-daprile,15,-,-,2,1,-,1.036',,
61751,antonio-mazzotta,23,-,-,2,-,-,1.717',,
696617,massimiliano-mignogna,14,-,1,3,-,-,826',,
216118,eduardo-henrique,30,-,-,3,-,-,2.594',,
270901,milos-vulic,21,1,1,4,-,-,1.435',,
210983,tomislav-gomelt,9,-,-,1,-,-,604',,
672792,antonio-ranieri,8,4,3,-,-,-,636',,
705242,mattia-timmoneri,24,1,1,3,1,-,2.063',,
662752,luis-rojas,12,4,-,-,-,-,611',,
449151,junior-messias,32,6,3,2,-,-,1.749',,
56803,mattia-mustacchio,36,1,1,2,-,-,2.266',,
549791,augustus-kargbo,33,3,3,3,-,1,1.729',,
405399,denis-dragus,30,6,2,4,-,-,1.258',,
241923,lorenzo-montipo,34,-,,1,-,-,3.060',50,4
139743,nicolo-manfredini,5,-,,-,-,-,427',7,2
705094,igor-lucatelli,18,-,,2,-,1,1.619',35,1
85270,pier-graziano-gori,,,,,,,,,
73943,alessandro-tuia,20,2,-,7,-,-,1.599',,
476624,christian-pastina,6,-,-,1,-,-,404',,
338637,daam-foulon,30,1,4,2,-,-,1.974',,
708868,amadou-diambo,26,1,2,4,1,-,1.178',,
457773,abdallah-basit,9,-,1,4,-,-,581',,
290698,dejan-vokic,17,-,-,5,-,-,501',,
550443,davide-masella,16,1,-,2,-,-,436',,
163489,riccardo-improta,31,5,2,5,-,-,2.431',,
320915,cy-goddard,31,-,4,2,-,-,1.161',,
608469,adolfo-gaich,29,1,3,3,1,-,999',,
532040,giuseppe-di-serio,23,4,-,5,-,-,792',,
663519,zsombor-senko,38,-,,3,-,-,3.420',50,9
494301,marco-raina,-,-,,-,-,-,-,-,-
536341,diego-stramaccioni,21,-,-,6,-,-,1.460',,
477556,emanuele-zuelli,40,1,5,5,-,-,2.630',,
571607,fabio-miretti,41,6,4,3,-,-,3.065',,
581672,samuel-iling-junior,40,11,10,4,-,-,3.046',,
668951,matias-soule,42,7,7,4,-,-,2.904',,
620477,kaio-jorge,13,1,-,1,-,-,239',,
704337,william-rovida,32,-,,1,-,-,2.970',26,14
582353,mattia-zanotti,24,-,3,7,-,-,1.912',,
614500,mattia-sangalli,36,1,3,8,-,-,2.639',,
321528,denzel-dumfries,45,5,7,4,-,-,2.849',,
819036,dennis-curatolo,38,19,2,-,-,-,2.111',,
182906,mike-maignan,39,-,,2,-,-,3.540',32,19
567465,sebastiano-desplanches,28,-,,2,-,-,2.471',54,6
815563,lapo-nava,22,-,,1,-,-,1.980',26,8
296422,fode-ballo-toure,12,-,-,2,-,-,534',,
698548,marko-lazetic,27,7,1,7,-,-,1.110',,
809986,valerio-boffelli,5,-,,-,-,-,450',6,1
582354,benedetto-barba,35,-,1,8,1,-,2.969',,
616142,jonathan-spedalieri,11,-,-,2,-,1,585',,
397225,alessandro-zanoli,14,-,-,2,-,-,531',,
877620,moussa-mane,16,-,1,2,-,-,1.107',,
703245,antonio-vergara,29,2,13,6,-,-,2.066',,
707295,giuseppe-ambrosino,32,20,5,6,1,-,2.162',,
617808,jacopo-sassi,31,-,,2,-,-,2.820',41,9
704079,matevz-dajcar,14,-,,-,-,-,1.260',27,1
667060,tommaso-bertini,29,-,,-,-,-,2.570',59,3
616628,giorgio-cittadini,20,-,2,4,-,-,1.342',,
360518,teun-koopmeiners,47,4,4,6,-,-,3.215',,
616638,alassane-sidibe,45,18,8,3,-,-,3.518',,
567470,samuel-giovane,39,3,4,11,-,-,2.690',,
567472,federico-zuccon,38,1,2,9,1,-,2.410',,
663939,andrea-oliveri,42,5,7,11,-,-,3.144',,
487846,guillaume-renault,36,7,9,2,-,-,2.812',,
622031,tommaso-de-nipoti,26,4,6,2,-,-,1.814',,
988862,moustapha-cisse,18,15,2,-,-,-,1.163',,
703227,davide-mastrantonio,35,-,,3,-,-,3.210',38,13
716411,maissa-ndiaye,32,2,-,4,1,-,2.835',,
861192,dimitrios-keramitsis,29,1,-,7,-,-,2.260',,
439072,matias-vina,37,-,2,5,-,-,2.104',,
709970,jan-oliveras,20,1,5,-,-,-,926',,
650993,filippo-missori,37,3,1,2,-,-,2.593',,
112465,sergio-oliveira,46,8,2,9,1,-,2.340',,
746891,cristian-volpato,35,12,5,-,2,-,2.175',,
872380,felix-afena-gyan,27,8,-,4,1,-,1.182',,
647534,joel-voelkerling-persson,32,14,7,3,1,-,2.311',,
610383,filippo-frison,33,1,-,9,-,-,2.797',,
324377,youssef-maleh,33,3,4,5,-,-,1.335',,
561150,vittorio-agostinelli,30,4,2,6,-,-,2.218',,
324690,jonathan-ikone,46,3,4,6,-,-,2.274',,
704176,destiny-egharevba,26,5,-,3,-,-,1.231',,
669915,filippo-distefano,35,4,4,-,-,-,2.565',,
390638,arthur-cabral,47,29,10,6,-,-,3.404',,
724418,eljon-toci,38,15,8,3,-,-,2.777',,
465565,dimitrije-kamenovic,1,-,-,-,-,-,44',,
708086,romano-floriani-mussolini,18,-,3,-,-,-,1.557',,
289165,patryk-dziczek,,,,,,,,,
334835,toma-basic,40,1,3,3,-,-,1.626',,
448466,jovane,21,4,1,2,-,-,905',,
769063,luka-romero,13,-,-,-,-,-,401',,
659648,gioele-zacchi,15,-,,1,-,-,1.380',14,5
555015,ruan-tressoldi,12,-,-,1,-,-,384',,
691825,edoardo-pieragnolo,29,1,1,6,-,-,2.095',,
552549,matheus-henrique,26,-,1,4,-,-,1.099',,
416386,abdou-harroui,25,1,-,3,-,-,689',,
613129,christian-aucelli,33,5,2,10,-,-,2.699',,
745436,salim-abubakar,31,1,2,7,-,-,2.210',,
808559,justin-kumi,35,4,-,3,-,-,1.849',,
655525,yeferson-paz,35,3,3,8,-,-,3.030',,
508371,emil-konradsen-ceide,13,2,2,-,-,-,348',,
691828,asan-mata,27,5,4,2,-,-,1.398',,
600936,luca-moro,2,-,-,-,-,-,59',,
652920,alberto-milan,32,-,,2,-,-,2.834',43,8
544149,david-zima,27,-,-,4,-,-,1.803',,
704729,andrei-anton,23,2,-,3,1,1,1.570',,
705063,samuele-angori,35,-,7,4,-,-,3.024',,
617019,matthew-garbett,30,3,2,5,-,1,2.251',,
526098,denis-stojkovic,2,-,-,-,-,-,107',,
482107,magnus-warming,6,-,1,-,-,-,151',,
551752,demba-seck,25,1,2,2,-,-,1.170',,
706380,lado-akhalaia,33,6,3,4,-,1,2.031',,
818892,nicola-bagnolini,35,-,,2,-,-,3.062',48,12
821105,davide-franzini,23,-,,-,-,-,2.095',39,5
368891,arthur-theate,34,2,1,7,1,-,2.693',,
471004,luis-binks,15,-,-,3,-,-,642',,
818882,riccardo-stivanello,33,2,1,3,-,1,2.825',,
577394,denso-kasius,29,5,2,3,1,-,2.124',,
237658,michel-aebischer,40,4,9,10,-,-,2.464',,
679754,niklas-pyyhtia,26,2,3,3,-,-,1.985',,
439292,sydney-van-hooijdonk,20,7,1,2,-,-,1.225',,
535881,mattia-chiesa,8,-,,2,-,-,750',6,3
488270,kaur-kivila,30,-,,1,-,-,2.700',49,5
678006,elia-boseggia,14,-,,-,-,-,1.260',27,2
709986,giacomo-toniolo,12,-,,-,-,-,1.080',31,-
660860,diego-coppola,19,-,-,1,-,-,1.599',,
398808,martin-hongla,20,1,-,4,-,-,759',,
554432,mattia-turra,23,-,-,7,-,-,1.467',,
374418,mateusz-praszelik,22,4,3,-,-,-,1.465',,
704423,mattia-florio,36,3,5,2,-,-,1.692',,
506941,david-flakus-bosilj,40,12,4,-,-,-,2.821',,
491693,nehuen-perez,22,-,1,7,-,-,1.893',,
704692,niccolo-cocetta,25,3,1,-,-,-,2.154',,
704711,raed-jaziri,10,-,1,1,-,-,581',,
704693,lorenzo-codutti,25,1,7,8,-,-,2.169',,
704708,riccardo-castagnaviz,26,2,2,8,-,-,1.946',,
704709,mattia-damiani,18,-,1,8,-,-,1.351',,
704712,riccardo-pinzi,24,1,2,2,-,-,1.583',,
704710,jacopo-fedrizzi,18,-,2,-,-,-,917',,
546880,brandon-soppy,30,-,-,5,-,-,971',,
876400,simone-pafundi,18,6,7,-,-,-,1.309',,
574889,simone-ianesi,25,19,3,1,-,-,2.174',,
595809,beto,34,13,-,3,-,-,2.601',,
640544,andrea-daniello,32,-,,1,-,-,2.939',40,7
704260,eugenio-fusco,3,-,,1,-,-,270',5,1
740517,eldin-lolic,3,-,,-,-,-,270',5,-
568333,adam-obert,26,1,-,1,-,-,1.983',,
621153,luigi-palomba,36,5,1,8,-,-,3.155',,
619353,iurie-iovu,25,-,-,9,-,1,2.040',,
650224,christos-kourfalidis,35,3,6,7,-,-,2.694',,
701842,nicolo-cavuoti,32,2,1,3,-,-,1.925',,
610878,jacopo-desogus,31,15,6,6,-,1,2.248',,
607227,lisandru-tramoni,38,8,7,9,-,-,2.495',,
613533,ivan-saio,31,-,,3,-,-,2.820',50,6
552751,luigi-aquino,18,4,-,3,1,-,1.479',,
663900,giovanni-bonfanti,33,2,1,8,1,-,2.862',,
622800,francesco-migliardi,34,1,6,4,-,-,2.959',,
624436,gerard-yepes,29,4,2,6,2,-,2.155',,
567445,marco-somma,31,1,3,3,2,-,2.534',,
503638,mohamed-ihattaren,6,4,2,-,-,-,277',,
52312,sebastian-giovinco,2,-,-,-,-,-,37',,
419061,vladyslav-supryaga,7,-,-,1,-,-,287',,
650255,lorenzo-di-stefano,35,20,6,4,-,-,2.912',,
678441,daniele-montevago,32,9,7,5,2,-,2.086',,
163652,jacopo-furlan,1,-,,-,-,-,120',3,-
603692,klemen-hvalic,16,-,,-,-,-,1.470',18,5
691529,valerio-biagini,23,-,,1,-,-,2.070',35,5
493702,mattia-viti,22,-,-,2,1,-,1.699',,
603676,leonardo-pezzola,34,2,1,3,-,-,2.762',,
547985,fabiano-parisi,25,-,1,5,-,-,1.475',,
469211,liberato-cacace,33,-,-,3,-,-,1.947',,
641553,alessio-rizza,41,1,6,4,-,1,3.606',,
183841,petar-stojanovic,37,1,1,10,1,-,3.062',,
543771,kristjan-asllani,34,4,2,2,-,-,2.246',,
616169,duccio-degli-innocenti,38,12,3,4,-,-,3.315',,
691482,jacopo-fazzini,36,4,4,5,-,-,2.963',,
390177,nedim-bajrami,38,9,7,3,-,-,2.284',,
641537,tommaso-baldanzi,28,10,3,1,-,-,2.300',,
603891,emmanuel-ekong,8,3,1,1,-,-,680',,
532937,johan-vasquez,30,1,-,8,-,-,2.537',,
500164,laurens-serpe,2,-,-,-,-,-,44',,
459658,andrea-cambiaso,28,1,4,4,1,-,1.929',,
237666,silvan-hefti,46,2,4,4,-,1,3.316',,
181382,abdoulaye-toure,21,-,1,1,-,-,984',,
503871,morten-frendrup,36,2,-,4,-,-,2.796',,
313830,pablo-galdames,20,-,-,3,-,-,1.117',,
305947,albert-gudmundsson,40,7,2,7,-,-,2.260',,
589737,kelvin-yeboah,46,14,10,7,-,-,3.128',,
199953,caleb-ekuban,33,2,2,2,-,-,1.922',,
553757,aleksander-buksa,16,3,2,-,-,-,974',,
616228,filippo-neri,2,-,,-,-,-,180',-,2
323929,bruno-bertinato,1,-,,-,-,-,120',1,-
529833,riccardo-pigozzo,-,-,,-,-,-,-,-,-
721481,roman-lazar,8,-,,-,-,-,642',6,4
239099,pietro-ceccaroni,36,2,2,7,-,1,3.243',,
438961,michael-svoboda,21,-,-,2,-,1,1.452',,
198873,marco-modolo,7,-,-,2,-,-,480',,
907619,melvin-remy,14,2,1,4,-,-,1.124',,
894579,morre-makadji,23,3,-,5,-,-,1.936',,
239934,maximilian-ullmann,33,1,3,5,-,-,2.565',,
228444,ridgeciano-haps,30,1,2,7,-,-,2.137',,
378260,david-schnegg,22,1,-,7,1,-,1.197',,
250153,pasquale-mazzocchi,35,-,2,5,-,-,2.646',,
309944,tyronne-ebuehi,20,-,-,1,-,1,1.254',,
654543,jakob-palsson,17,-,1,-,-,-,1.068',,
287875,luca-fiordilino,18,-,-,4,-,-,862',,
718088,damiano-pecile,23,9,-,5,-,-,1.806',,
817275,filippo-mozzo,21,4,1,2,-,-,1.427',,
504209,gianluca-busio,29,1,2,8,-,-,1.957',,
670096,tanner-tessmann,23,-,-,1,-,1,842',,
216599,domen-crnigoj,37,4,1,4,-,-,1.977',,
204987,dor-peretz,21,-,2,2,-,-,730',,
377665,arnor-sigurdsson,22,6,4,4,-,-,1.304',,
446491,daan-heymans,26,5,2,6,-,-,1.481',,
270515,lauri-ala-myllymaki,10,-,-,2,-,-,420',,
524428,nicolas-galazzi,31,4,7,7,-,-,2.368',,
623872,patrick-leal,14,1,2,-,-,-,625',,
238950,francesco-di-mariano,32,6,3,6,-,-,2.228',,
406042,dennis-johnsen,29,1,4,3,-,-,1.688',,
566613,bjarki-bjarkason,14,-,-,1,-,-,339',,
566861,issa-bah,22,3,1,3,1,-,1.130',,
659781,jack-de-vries,24,14,7,5,1,1,1.944',,
412513,thomas-henry,38,12,3,6,1,-,2.524',,
413605,david-okereke,34,7,1,5,-,1,2.171',,
225055,jean-pierre-nsame,11,-,1,-,-,-,235',,
164534,francesco-forte,33,9,1,5,-,-,1.830',,
271622,ottar-magnus-karlsson,52,21,3,4,-,-,3.448',,
806524,hilmir-rafn-mikaelsson,24,7,2,1,-,-,1.142',,
602299,petar-zovko,5,-,,-,-,-,388',6,1
425918,jakub-kiwior,34,1,-,8,-,-,2.916',,
344072,kelvin-amian,33,1,1,8,1,1,2.740',,
344595,aurelien-nguiamba,4,-,-,2,-,-,73',,
579294,aimar-sher,5,-,-,-,-,-,286',,
883048,dennis-delorie,16,2,3,2,-,-,963',,
538974,janis-antiste,22,1,-,-,-,-,966',,
482836,david-strelec,23,3,-,1,-,-,1.174',,
581912,diego-zuppel,7,-,-,2,-,-,479',,
541282,antonio-russo,1,-,,-,-,-,90',1,-
606614,jacopo-de-matteis,17,-,,5,-,1,1.530',28,4
226058,luka-bogdan,22,1,1,4,-,-,1.574',,
50617,stefan-strandberg,18,1,1,1,1,-,1.531',,
57633,ramzi-aya,7,-,-,1,-,-,426',,
816930,andrei-motoc,22,1,-,5,-,2,1.902',,
709579,mario-perrone,25,4,-,12,-,-,2.064',,
815941,tommaso-de-lorenzo,14,-,-,3,-,-,738',,
407885,wajdi-kechrida,19,-,2,-,-,-,1.129',,
136133,andrea-schiavone,15,1,-,2,-,-,630',,
84766,francesco-di-tacchio,20,-,-,4,-,-,1.378',,
607854,ederson,15,2,1,5,-,-,1.151',,
406806,emil-bohinen,21,2,1,7,-,-,1.085',,
386552,lassana-coulibaly,33,-,-,3,-,-,2.412',,
708084,alessandro-russo,24,7,6,3,-,1,2.037',,
704347,antonio-pio-iervolino,12,-,-,2,-,-,1.075',,
392966,nadir-zortea,29,1,2,3,-,-,1.401',,
260777,sedrick-kalombo,13,1,1,3,-,1,960',,
642689,mikael,11,5,-,1,-,-,314',,
67556,milan-djuric,35,5,5,6,-,-,2.335',,
213854,cedric-gondo,30,2,3,2,1,-,1.214',,
267614,julian-kristoffersen,7,-,-,-,-,-,68',,
651206,angelo-guida,19,9,1,1,-,-,1.485',,
542394,carmine-iannone,16,1,1,-,-,-,560',,
622029,lorenzo-cannavale,16,6,-,1,-,-,966',,
18036,nicolas-douchez,,,,,,,,,
181767,marquinhos,40,5,1,5,-,-,3.582',,
282041,presnel-kimpembe,41,2,1,10,-,-,3.545',,
93751,kevin-rimane,18,-,-,5,1,-,1.572',,
126710,layvin-kurzawa,1,-,-,-,-,-,9',,
4317,maxwell,,,,,,,,,
135492,youssouf-sabaly,17,-,1,1,-,-,1.406',,
324800,alec-georgen,9,-,-,2,-,-,630',,
7602,thiago-motta,,,,,,,,,
291111,sessi-dalmeida,19,-,-,5,-,-,831',,
102558,marco-verratti,32,2,2,14,-,-,2.619',,
392276,timothee-taufflieb,34,1,1,4,-,-,2.651',,
182910,hervin-ongenda,29,4,5,5,-,-,2.028',,
50570,ezequiel-lavezzi,,,,,,,,,
289433,yakou-meite,16,-,1,1,-,-,586',,
45320,angel-di-maria,31,5,9,3,-,-,1.912',,
27941,danijel-subasic,6,-,,-,-,-,430',8,1
189744,paul-nardi,22,-,,1,-,-,1.980',38,4
333694,seydou-sy,,,,,,,,,
258254,jemerson,28,-,-,9,-,2,2.295',,
28845,andrea-raggi,,,,,,,,,
9828,ricardo-carvalho,,,,,,,,,
290940,raphael-diarra,17,-,-,5,-,-,1.173',,
33648,fabio-coentrao,,,,,,,,,
59938,elderson,,,,,,,,,
342218,yhoan-andzouana,27,5,3,2,-,-,1.497',,
5513,jeremy-toulalan,,,,,,,,,
339089,abdou-aziz-thiam,19,4,-,1,-,1,865',,
342209,kevin-ndoram,19,-,-,5,-,-,1.241',,
182823,jonathan-mexique,29,1,3,4,1,-,2.458',,
262608,adama-traore,18,1,3,4,-,-,1.345',,
205562,thomas-lemar,35,4,6,2,-,-,1.996',,
288496,boschilia,20,-,3,4,-,-,883',,
190333,fares-bahlouli,18,6,11,3,-,-,1.239',,
