id,name,appearances,goals,asists,yellow_cards,second_yellow_cards,red_cards,minutes_played,goals_conceded,clean_sheets
352663,lorenzo-migliorelli,-,-,-,-,-,-,-,,
392958,enrico-zanoni,8,-,-,-,-,-,342',,
163542,alberto-almici,21,2,1,5,-,-,1.350',,
320658,alessandro-eleuteri,11,-,-,2,-,-,322',,
301239,christian-mora,38,-,4,5,1,-,2.859',,
397224,alberto-carminati,8,-,-,1,-,-,477',,
337387,nicolas-la-vigna,10,1,2,-,-,-,557',,
287663,luca-valzania,29,1,2,6,-,-,1.695',,
197468,davide-agazzi,26,1,2,6,1,-,1.607',,
346560,alessandro-mallamo,34,3,4,2,-,-,1.750',,
337390,tommaso-tentoni,36,4,-,5,-,-,2.501',,
204659,isnik-alimi,32,10,3,8,-,-,2.834',,
238986,mario-pugliese,16,2,-,4,-,-,757',,
369381,modou-badjie,-,-,-,-,-,-,-,,
392961,denis-hergheligiu,42,1,1,5,-,-,2.927',,
394875,federico-chiossi,30,-,-,12,1,1,2.486',,
417515,mbaye-seck,38,5,4,6,-,-,3.183',,
287710,gabriel-lunetta,33,3,3,6,1,-,2.097',,
389581,eyob-zambataro,23,1,3,2,-,-,1.768',,
459151,nicolo-cambiaghi,37,7,5,3,-,-,2.822',,
282544,emiliano-rigoni,42,2,3,3,-,-,1.768',,
337809,simone-mazzocchi,25,4,-,-,-,-,1.008',,
254708,giacomo-parigi,29,5,2,4,-,-,1.196',,
432092,roberto-piccoli,17,1,-,-,-,-,400',,
357117,alban-lafont,39,-,,3,-,-,3.510',48,9
96254,pietro-terracciano,36,-,,-,-,-,3.201',47,10
283233,jacob-rasmussen,39,1,2,7,-,1,3.184',,
404418,david-hancko,44,10,7,5,-,-,3.915',,
465537,georgios-antzoulas,7,-,-,-,-,-,563',,
349389,pierluigi-pinto,22,-,-,4,-,-,1.385',,
280044,luca-zanon,28,1,-,4,-,-,2.294',,
392033,gabriele-ferrarini,32,1,1,2,1,-,1.332',,
387234,szymon-zurkowski,37,6,3,5,-,-,2.393',,
303116,gaetano-castrovilli,27,1,2,5,-,-,1.649',,
382774,nicky-beloko,25,1,3,10,-,-,1.884',,
247376,luzayadio-bangu,12,-,-,4,-,-,613',,
392048,erald-lakti,17,-,-,1,-,-,449',,
460658,christian-koffi,18,1,-,3,-,-,1.113',,
398030,giuseppe-caso,39,5,5,7,-,-,2.711',,
573979,tofol-montiel,25,1,1,2,-,-,626',,
297651,mattia-trovato,15,-,2,-,-,-,1.017',,
357498,dusan-vlahovic,45,29,6,4,-,-,3.679',,
319176,martin-graiciar,,,,,,,,,
12518,silvio-proto,,,,,,,,,
391931,marco-alia,27,-,,4,-,-,2.374',24,9
538079,alessio-furlanetto,10,-,,-,-,-,900',17,-
462251,jorge-silva,1,-,-,-,-,-,90',,
457237,sergio-kalaj,20,1,-,7,-,-,1.565',,
135208,riza-durmisi,9,-,-,-,-,-,612',,
240342,lorenzo-filippini,12,-,-,5,-,-,812',,
224044,tiago-casasola,20,1,1,3,-,-,1.172',,
215089,djavan-anderson,22,-,2,1,-,-,1.424',,
392049,mauro-zitelli,,,,,,,,,
459101,roberto-de-angelis,27,1,-,3,-,-,1.872',,
364134,alessio-bianchi,13,-,-,3,-,-,443',,
601577,andre-anderson,16,-,-,5,-,-,304',,
601877,luan-capanni,34,4,2,4,-,-,2.004',,
199274,mattia-sprocati,,,,,,,,,
337810,daniel-bezziccheri,-,-,-,-,-,-,-,,
459095,alessandro-cerbara,,,,,,,,,
340879,merih-demiral,42,2,3,11,-,-,2.986',,
273236,marlon,22,-,-,6,1,-,1.844',,
310458,giangiacomo-magnani,20,-,-,3,-,1,868',,
423608,stefano-ferraresi,29,3,3,12,2,-,2.157',,
357176,alessandro-tripaldelli,19,-,1,4,-,-,1.384',,
195057,raffaele-celia,27,-,-,9,-,-,1.985',,
390725,andrea-masetti,36,3,1,7,-,-,3.020',,
340707,leonardo-sernicola,34,-,1,8,-,-,2.894',,
131731,mehdi-bourabia,9,1,-,1,-,-,321',,
390163,andrea-ghion,12,-,-,2,-,-,501',,
240934,filippo-bandinelli,38,2,4,10,-,-,2.165',,
164020,marco-pinato,31,2,1,8,-,-,1.690',,
426179,andrea-cisco,11,-,-,-,-,-,287',,
345590,jens-odgaard,33,11,6,3,-,-,2.609',,
209936,ettore-gliozzi,36,9,2,2,-,-,1.745',,
285754,pietro-cianci,36,4,4,9,-,-,1.697',,
291314,andrea-zaccagno,-,-,,-,-,-,-,-,-
6442,antonio-rosati,1,-,,-,-,-,90',1,-
463792,luca-gemello,1,-,,-,-,-,90',-,1
183031,koffi-djidji,26,-,-,4,1,-,1.859',,
516716,bremer,33,3,1,7,-,-,2.894',,
648779,wilfried-singo,36,3,4,5,-,1,2.704',,
346566,edoardo-bianchi,13,-,-,4,1,1,944',,
340292,matteo-procopio,39,-,-,5,-,-,2.551',,
474811,sulaiman-oyewale,18,-,3,3,-,-,1.438',,
386449,emanuele-valerio,,,,,,,,,
381794,lorenzo-carissoni,20,-,2,4,-,-,1.688',,
393487,shady-oukhadda,32,1,2,6,-,-,2.367',,
164913,soualiho-meite,27,-,-,4,-,-,1.356',,
340063,gianluca-piccoli,36,-,-,8,-,-,2.096',,
428257,nathan-buaka,,,,,,,,,
354136,vitalie-damascan,21,2,1,-,-,-,805',,
393604,giacomo-piccardo,,,,,,,,,
174733,omar-colley,33,-,-,6,-,1,2.765',,
398056,alex-pastor,32,2,1,4,-,-,2.096',,
392521,erasmo-mule,20,1,-,3,-,-,1.447',,
394855,tommaso-farabegoli,10,-,-,1,-,-,354',,
393607,filippo-oliana,33,-,1,9,-,-,2.964',,
362835,junior-tavares,38,2,2,4,-,-,2.378',,
343950,cristian-hadziosmanovic,39,1,6,9,-,-,3.090',,
398058,carlo-romei,,,,,,,,,
397869,alessandro-gabbani,,,,,,,,,
434676,ronaldo-vieira,15,-,-,4,-,-,515',,
287863,antonio-palumbo,34,3,8,6,-,-,2.579',,
340511,roberto-criscuolo,,,,,,,,,
487839,simone-trimboli,9,1,-,3,-,-,379',,
249068,gabriele-rolando,21,1,1,1,-,-,982',,
461600,mohamed-bahlouli,25,5,1,3,-,-,1.584',,
88688,federico-furlan,22,-,1,2,-,-,1.327',,
198976,abou-diop,16,-,2,4,-,-,959',,
347656,antonio-di-nardo,37,12,-,7,-,-,3.074',,
357180,domenico-cuomo,,,,,,,,,
422764,jamie-yayi-mpie,20,4,1,-,-,-,285',,
242359,juan-musso,47,-,,1,-,1,4.193',64,12
396516,nicholas-opoku,11,-,-,2,-,-,677',,
258519,hidde-ter-avest,30,1,3,3,-,-,2.210',,
473871,thomas-battistella,35,7,1,7,1,-,2.813',,
343963,petar-micin,13,1,-,2,-,-,741',,
211251,darwin-machis,26,4,3,2,-,-,1.424',,
157849,lukasz-teodorczyk,14,1,3,2,-,-,640',,
425462,felipe-vizeu,10,2,2,1,-,-,505',,
197749,emanuele-rovini,,,,,,,,,
398945,milos-bocic,25,3,2,3,-,-,1.214',,
512344,jandrei,43,-,,1,-,-,3.809',44,14
320871,rok-vodisek,-,-,,-,-,-,-,-,-
244175,marco-albertoni,6,-,,-,-,-,540',5,2
481344,alessandro-russo,4,-,,-,-,-,225',5,-
115763,koray-gunter,31,1,-,11,-,-,2.481',,
334371,marcos-curado,28,2,-,10,-,1,1.894',,
240338,luigi-carillo,33,-,1,8,-,-,2.932',,
280039,marco-soprano,30,2,-,7,-,-,2.273',,
553913,fallou-njie,,,,,,,,,
394850,gianni-palmese,,,,,,,,,
44136,domenico-criscito,37,8,1,8,-,-,2.990',,
196978,ivan-lakicevic,20,-,-,1,-,-,1.163',,
315871,federico-valietti,10,-,-,-,-,-,487',,
399887,esteban-rolon,12,-,-,3,-,-,615',,
362344,lorenzo-callegari,21,-,1,6,-,-,1.245',,
459821,davide-sibilia,6,1,-,-,-,-,370',,
525704,nicolo-rovella,22,-,4,5,-,-,1.502',,
167105,lukas-lerager,44,9,3,10,-,-,3.136',,
242813,filip-jagiello,32,3,2,1,-,-,1.448',,
529841,mattia-zennaro,35,4,1,7,-,-,2.619',,
391690,michele-bruzzo,26,1,-,4,-,-,1.075',,
410490,mariano-bernardini,32,6,1,12,-,1,2.821',,
337725,christian-kouame,36,13,10,6,-,1,3.036',,
301237,nicola-dalmonte,37,3,2,5,-,-,2.279',,
440718,michele-emmausso,28,6,2,4,-,-,1.367',,
395739,kevin-piscopo,21,1,2,1,-,-,1.241',,
234523,antonio-sanabria,29,6,5,3,-,-,1.812',,
504882,claudio-spinelli,35,2,2,4,-,-,1.256',,
409553,franco-ferrari,41,17,6,4,1,-,2.306',,
345458,sebastian-walukiewicz,9,-,-,1,-,-,457',,
382567,matteo-cotali,31,-,-,13,-,-,2.546',,
14942,darijo-srna,,,,,,,,,
303187,simone-pinna,28,-,3,4,-,-,1.541',,
563812,christian-oliva,41,-,1,5,-,1,1.881',,
238486,filip-bradaric,27,3,-,6,-,-,2.034',,
395122,santiago-colombatto,35,3,2,8,-,1,2.492',,
396101,alessandro-marongiu,,,,,,,,,
459945,nunzio-lella,39,4,-,4,-,-,3.036',,
418881,riccardo-doratiotto,22,3,-,1,-,-,403',,
221540,kiril-despodov,41,10,18,8,-,-,3.088',,
66360,daniele-ragatzu,39,13,7,5,-,-,3.424',,
200190,alessandro-capello,28,4,4,1,-,-,1.373',,
395870,francesco-verde,24,2,1,4,-,1,1.475',,
541232,caio-vinicius-pirana,,,,,,,,,
423614,gabriele-corbo,17,-,-,3,-,-,1.403',,
284724,nehuen-paz,36,-,-,5,-,-,2.462',,
187245,mitchell-dijks,16,-,2,2,-,-,688',,
240897,arturo-calabresi,34,2,2,5,-,-,1.868',,
395089,hamza-el-kaouakibi,25,-,1,7,1,-,1.927',,
342405,mattias-svanberg,37,3,3,7,-,-,2.587',,
319727,andrea-vassallo,9,1,-,1,-,-,442',,
99180,federico-santander,7,1,-,1,-,-,58',,
338107,simone-rossetti,33,6,2,6,-,1,1.498',,
197929,ivan-provedel,31,-,,2,-,-,2.762',52,7
88701,filippo-perucchini,22,-,,2,-,-,1.980',31,6
420179,gianluca-saro,8,-,,-,-,-,720',16,1
391048,emanuele-fenderico,,,,,,,,,
292772,dimitrios-nikolaou,37,1,-,7,-,-,3.330',,
278690,michal-marcjanik,35,6,1,7,-,-,3.150',,
358003,simone-canestrelli,26,2,1,9,-,1,2.144',,
315857,marco-curto,38,1,-,9,-,-,2.968',,
343954,nikola-pejovic,8,1,-,4,-,-,631',,
391056,tommaso-di-renzone,,,,,,,,,
475149,marco-imperiale,32,-,5,6,-,-,2.571',,
411211,niccolo-ricchi,7,-,1,1,-,-,470',,
169880,giovanni-di-lorenzo,42,1,7,5,-,-,3.713',,
147031,joel-untersee,-,-,-,-,-,-,-,,
390120,davide-zappella,37,3,1,1,-,-,2.619',,
467992,samuele-ricci,36,1,1,3,-,1,2.432',,
467994,luca-belardinelli,23,-,-,5,-,-,1.506',,
452867,massimiliano-benucci,,,,,,,,,
84765,francesco-caputo,40,11,7,1,-,-,3.059',,
243225,samuel-mraz,32,10,1,2,-,-,1.509',,
348520,vincenzo-plescia,29,2,2,3,-,-,1.110',,
529356,eduardo-balde,8,-,-,1,-,-,309',,
435406,demba-thiam,20,-,,1,-,-,1.784',21,6
354381,maurice-gomis,,,,,,,,,
418215,ricardo-farcas,17,-,-,5,-,-,1.155',,
528262,thomas-coulange,,,,,,,,,
401065,riccardo-mastrilli,,,,,,,,,
283060,lorenzo-dickmann,33,3,3,6,-,1,2.830',,
434295,lazar-nikolic,36,5,3,6,-,-,3.117',,
422807,karolis-uzela,13,-,1,2,-,2,765',,
222223,marko-jankovic,22,1,2,6,-,1,1.438',,
457681,eklu-shaka-mawuli,27,3,-,5,-,-,1.475',,
411465,andrea-rizzo-pinna,16,2,-,-,-,-,363',,
457673,gabriel-strefezza,36,14,6,8,-,-,2.777',,
397860,marco-spina,25,2,-,2,1,-,1.654',,
238977,gabriele-moncini,28,8,2,1,-,-,1.185',,
284604,mattia-finotto,14,4,-,1,-,-,675',,
164164,jacopo-murano,27,2,3,1,-,-,1.256',,
371247,gabriel-brazao,,,,,,,,,
43217,pierluigi-frattali,32,-,,7,-,-,2.835',29,13
306609,michele-nardi,40,-,,2,-,1,3.576',34,20
355444,andrea-dini,33,-,,4,-,-,2.970',42,8
537548,fabrizio-bagheria,2,-,,-,-,-,180',2,1
59699,simone-iacoponi,11,-,-,-,-,-,779',,
431470,alessandro-minelli,22,-,-,3,-,-,1.589',,
142990,stefano-scognamillo,38,2,1,15,1,-,3.388',,
283421,cristian-cauz,24,3,2,3,-,-,1.683',,
287343,lorenzo-saporetti,28,1,-,8,-,-,2.327',,
3159,valerio-di-cesare,20,1,-,6,-,-,1.282',,
393637,riccardo-santovito,19,-,-,2,-,-,1.558',,
395527,emmanuele-matino,24,1,-,6,-,1,1.765',,
396087,andrea-di-maggio,,,,,,,,,
288480,juan-ramos,34,5,1,9,-,-,2.905',,
261056,giacomo-ricci,25,-,4,7,-,-,1.816',,
397797,giovanni-pinto,2,-,-,2,-,-,135',,
353799,lorenzo-adorni,38,4,-,14,-,-,3.392',,
561653,yves-kouadio,,,,,,,,,
171159,leo-stulac,26,2,2,2,-,-,1.079',,
85208,matteo-scozzarella,4,-,-,-,-,-,218',,
102984,antonio-junior-vacca,22,-,1,5,-,-,1.103',,
39828,antonino-barilla,8,-,-,1,-,-,200',,
32107,manuel-scavone,27,4,2,5,1,-,1.451',,
43364,luigi-scaglia,37,7,7,10,-,-,3.201',,
285796,lorenzo-simonetti,27,2,-,3,-,-,1.519',,
398576,giuseppe-carriero,32,3,1,9,-,1,2.184',,
273131,francesco-giorno,20,-,1,5,-,-,1.141',,
533806,vincenzo-mustacciolo,23,-,-,3,1,1,1.037',,
614742,drissa-camara,6,1,-,2,-,-,245',,
337670,alessio-da-cruz,31,5,2,6,-,-,2.119',,
198084,marco-frediani,32,2,5,-,-,-,1.718',,
345473,nicolas-schiappacasse,12,2,-,3,-,-,508',,
409592,francesco-golfo,19,3,2,2,-,-,898',,
397063,sebastiano-longo,32,6,-,1,1,-,1.888',,
193994,yves-baraye,13,2,2,4,-,-,1.064',,
96766,cristian-galano,20,1,-,1,-,-,1.055',,
450376,davide-mastaj,3,-,-,-,-,-,166',,
459906,federico-pelle,,,,,,,,,
57653,manuel-nocciolini,26,5,1,2,-,-,1.309',,
159847,francesco-galuppini,40,14,9,5,-,-,2.821',,
188889,matteo-luigi-brunori,47,29,5,5,-,-,3.618',,
22268,emanuele-calaio,,,,,,,,,
256008,facundo-lescano,35,10,2,5,-,-,1.946',,
637514,carl-davordzie,,,,,,,,,
534202,redi-kasa,26,9,1,6,-,-,1.720',,
317057,adrian-semper,3,-,,-,-,-,300',4,1
394849,lorenzo-sarini,,,,,,,,,
621554,michele-bragantini,-,-,,-,-,-,-,-,-
277384,martin-valjent,39,-,-,5,-,-,3.389',,
136135,matteo-solini,32,1,1,3,2,-,2.430',,
283067,davide-mansi,35,-,-,7,-,-,2.579',,
472271,thadee-kaleba,25,2,-,4,-,-,1.999',,
287726,davide-savi,,,,,,,,,
321686,giovanni-nuti,13,-,-,3,-,-,739',,
538072,ibrahim-karamoko,13,-,1,3,-,-,372',,
290739,ansoumana-sane,,,,,,,,,
539220,angelo-ndrecka,14,-,1,-,-,-,702',,
323426,andrea-magrini,4,-,-,-,-,-,278',,
393801,nicola-danieli,27,-,-,7,-,-,1.092',,
163264,giovanni-di-noia,36,3,3,12,-,-,2.157',,
394352,massimo-bertagnoli,40,3,1,2,-,-,2.501',,
606466,mauro-burruchaga,3,-,-,-,-,-,23',,
562030,musa-juwara,4,-,1,1,-,-,69',,
253855,michael-fabbro,14,1,1,4,-,-,846',,
429318,sergej-grubac,3,-,-,1,-,-,38',,
397222,lorenzo-rivi,,,,,,,,,
245015,damir-bartulovic,34,6,4,2,-,-,1.901',,
104290,alessandro-iacobucci,3,-,,1,-,-,270',4,-
460034,giuseppe-marciano,6,-,,1,-,-,540',14,1
654681,pier-paolo-salvati,22,-,,1,-,-,1.936',21,10
109110,nicolo-brighenti,10,-,1,3,-,-,625',,
303111,emmanuel-besea,16,1,-,3,-,-,546',,
464682,andrea-errico,19,-,2,6,-,-,813',,
392926,alessandro-gori,,,,,,,,,
392924,francesco-verde,29,2,3,6,-,-,1.895',,
315846,luca-matarese,17,1,1,1,-,-,872',,
61511,camillo-ciano,34,4,4,9,-,-,2.365',,
415550,joaquin-ardaiz,40,20,4,3,-,-,3.165',,
94943,nicola-citro,12,3,-,-,-,-,325',,
205023,rai-vloet,30,12,2,5,-,-,2.364',,
340657,michele-volpe,20,5,1,3,-,-,1.067',,
326031,matthijs-de-ligt,42,3,1,5,1,-,3.691',,
381370,pietro-beruatto,39,1,6,10,-,-,3.216',,
371967,wesley-gasolina,35,3,1,8,-,-,2.187',,
182913,adrien-rabiot,45,-,2,7,-,-,3.360',,
346562,marco-olivieri,39,5,1,4,-,-,1.911',,
552223,filip-stankovic,29,-,,1,-,1,2.522',39,8
54928,diego-godin,29,2,2,3,-,-,2.122',,
487834,lorenzo-pirola,14,-,-,-,-,-,782',,
569384,lucien-agoume,30,-,-,6,-,-,2.028',,
421780,edoardo-vergani,7,-,-,1,-,-,163',,
538919,matias-fonseca,20,1,-,1,-,-,398',,
555557,hubert-idasiak,32,-,,2,-,-,2.880',48,5
192735,stanislav-lobotka,26,1,-,2,-,-,1.882',,
400489,eljif-elmas,46,7,6,4,-,-,2.338',,
316889,hirving-lozano,37,6,6,3,-,1,1.997',,
312678,leo-duarte,33,-,-,5,1,-,2.872',,
48859,simon-kjaer,14,-,-,2,-,-,1.073',,
339808,theo-hernandez,41,5,10,8,1,1,3.553',,
539134,daniel-maldini,13,1,-,1,-,-,239',,
539132,giacomo-olzer,5,3,-,-,-,-,130',,
357164,rafael-leao,42,14,12,5,-,-,3.201',,
381950,alexis-saelemaekers,46,2,3,4,-,-,2.490',,
487843,lorenzo-colombo,35,6,1,7,1,-,2.160',,
391498,mert-cetin,16,1,-,2,-,-,1.224',,
502821,riccardo-calafiori,12,-,2,3,-,-,510',,
647484,ebrima-darboe,5,-,1,1,-,-,231',,
398163,gonzalo-villar,16,-,1,-,-,-,496',,
282810,carles-perez,28,3,1,2,-,-,994',,
648638,felipe-estrella,,,,,,,,,
239962,denis-vavro,18,1,1,5,-,-,1.452',,
457236,luca-falbo,,,,,,,,,
228761,jony,6,-,-,-,-,-,216',,
624942,raul-moro,20,1,1,1,-,-,536',,
331514,bobby-adekanye,4,-,-,1,-,-,71',,
459697,niccolo-chiorra,35,-,,4,-,-,3.150',40,12
380350,igor,35,-,1,4,-,-,2.626',,
487829,christian-dalle-mura,17,-,-,2,-,-,1.329',,
404260,aleksa-terzic,15,-,1,1,-,-,350',,
587458,kevin-agudelo,24,3,1,2,-,1,1.296',,
432895,pedro,59,29,10,4,-,-,3.219',,
623851,khadim-ndiaye,10,-,,3,-,-,900',5,6
421766,ludovico-gelmi,15,-,,2,-,1,1.345',12,7
431698,bosko-sutalo,25,-,-,1,-,-,995',,
473887,david-heidenreich,4,1,-,2,-,-,234',,
492313,rodrigo-guth,24,1,-,3,-,-,1.869',,
346766,guilherme-arana,42,3,8,7,-,-,3.650',,
157507,adrien-tameze,40,4,2,4,-,-,2.644',,
430503,jacopo-da-riva,25,2,2,5,-,-,1.337',,
207877,ruslan-malinovskyi,41,10,7,10,-,-,2.314',,
567217,ebrima-colley,13,1,1,1,-,-,494',,
543666,stefano-turati,22,-,,-,-,-,1.913',29,8
602607,stefano-piccinini,33,-,-,4,-,-,2.447',,
457444,giuseppe-aurelio,18,1,1,3,-,-,1.374',,
353922,mert-muldur,33,-,1,5,-,-,2.181',,
604579,alessandro-mercati,37,1,6,12,-,-,2.777',,
547827,andrei-marginean,21,3,2,1,-,-,1.008',,
311178,georgios-kyriakopoulos,31,-,6,6,-,1,2.137',,
239941,lukas-haraslin,42,6,8,5,-,-,2.566',,
396067,aristidi-kolaj,22,1,-,2,-,-,817',,
459953,giacomo-manzari,12,-,-,1,-,-,136',,
546176,brian-oddei,15,1,2,2,-,-,478',,
546627,jacopo-pellegrini,18,-,1,2,-,-,683',,
535740,giuseppe-ciocci,33,-,,6,-,-,2.970',42,8
481834,andrea-carboni,33,-,1,6,-,-,2.454',,
472176,salvatore-boccia,20,-,-,1,-,-,1.345',,
422539,fabio-porru,23,2,1,8,-,-,1.790',,
315063,nahitan-nandez,22,-,2,4,-,-,1.609',,
430623,alessandro-lombardi,37,3,2,5,-,-,2.444',,
264116,gaston-pereiro,32,5,2,1,-,-,1.076',,
459504,federico-marigosu,11,-,1,3,-,-,362',,
736034,isaias-delpupo,20,1,-,7,-,1,1.211',,
487633,patrick-enrici,33,1,1,9,1,-,2.476',,
562287,christian-celesia,15,-,-,5,-,1,697',,
460035,amine-ghazoini,11,-,1,4,-,-,598',,
498557,jean-freddi-greco,5,-,-,-,-,-,173',,
418225,mihael-onisa,3,-,-,1,-,-,48',,
421777,mattia-sandri,31,1,3,7,1,-,2.251',,
460114,nicolo-radaelli,2,-,,-,-,-,180',3,-
126673,adama-soumaoro,29,-,1,6,-,2,2.357',,
146889,peter-ankersen,42,3,5,3,-,-,2.827',,
34784,lasse-schone,35,2,2,7,-,-,3.113',,
60534,sebastian-eriksson,17,1,1,4,-,-,780',,
702372,steeve-mike-eyango,4,-,-,-,-,-,104',,
582131,denilho-cleonise,20,-,1,-,-,-,235',,
196524,sinan-gumus,7,-,-,1,-,-,117',,
401802,danilo-ventola,38,3,2,6,-,-,1.353',,
467783,augustinas-klimavicius,33,8,4,3,-,-,2.110',,
432384,matteo-raspa,18,-,,2,-,-,1.549',16,7
463497,lorenzo-avogadri,1,-,,-,-,-,90',4,-
633377,kaique-rocha,20,-,-,4,-,-,1.394',,
284595,tommaso-augello,38,1,2,-,-,-,2.566',,
226524,morten-thorsby,38,4,1,10,-,-,3.154',,
574495,kristoffer-askildsen,22,-,-,6,-,-,950',,
441385,gonzalo-maroni,19,-,1,2,-,-,532',,
392500,felice-damico,31,3,2,3,-,1,959',,
574164,marco-molla,1,-,,-,-,-,90',6,-
182923,stefano-denswil,29,-,2,3,-,-,2.030',,
530552,federico-bonini,24,1,2,6,1,1,1.644',,
459248,denis-portanova,15,-,-,7,-,-,1.148',,
458614,gabriele-boloca,1,-,-,-,-,-,87',,
347900,jerdy-schouten,18,1,1,3,1,-,1.484',,
420515,leonardo-mazza,4,-,-,1,-,-,232',,
497291,nicolas-dominguez,29,1,3,8,-,-,2.098',,
537488,dion-ruffo-luci,29,1,1,4,-,-,1.068',,
464446,andri-fannar-baldursson,11,-,1,1,-,-,408',,
432982,andreas-skov-olsen,36,6,11,-,-,-,1.929',,
357987,leonardo-stanzani,35,6,3,1,-,-,1.939',,
528181,edoardo-corvi,17,-,,1,-,-,1.485',29,2
543727,botond-balogh,5,-,-,3,-,-,280',,
181768,hernani,20,-,1,-,-,-,814',,
543729,mark-kosznovszky,24,2,1,2,-,-,1.647',,
707107,patricio-goglino,32,6,3,5,-,1,2.051',,
604239,gabriele-artistico,18,2,2,1,-,-,854',,
410158,rodrigo-becao,36,2,1,11,-,-,3.252',,
477546,francesco-mazzolo,23,-,1,8,-,-,1.088',,
488873,jan-kubala,16,1,6,3,-,-,1.321',,
617170,martin-palumbo,21,-,1,1,-,-,836',,
540887,enrico-oviszach,33,5,6,2,-,-,1.798',,
465279,marco-ballarini,13,-,-,1,-,-,316',,
537509,mattia-compagnon,31,9,1,3,-,-,1.420',,
358001,eric-lirussi,,,,,,,,,
127217,alessandro-berardi,1,-,,-,-,-,90',3,-
257732,amir-rrahmani,41,4,-,7,-,-,3.518',,
248732,pawel-dawidowicz,19,-,-,3,-,-,1.319',,
42678,salvatore-bocchetti,,,,,,,,,
169179,alan-empereur,47,1,-,15,1,-,3.909',,
459655,matteo-lovato,23,-,1,6,-,-,1.587',,
80158,luigi-vitale,,,,,,,,,
287579,sofyan-amrabat,25,1,-,6,-,-,1.051',,
193867,liam-henderson,40,2,4,4,-,-,2.104',,
538063,lucas-felippe,19,3,-,2,-,1,1.550',,
554433,christian-pierobon,32,4,5,1,-,-,2.615',,
631007,filippo-terracciano,35,-,3,4,-,-,2.626',,
574669,bogdan-jocic,10,-,-,-,-,-,227',,
398275,abdoulaye-traore,,,,,,,,,
45389,samuel-di-carmine,33,5,1,2,-,1,1.520',,
131758,jesse-joronen,41,-,,2,-,-,3.656',39,15
34334,enrico-alfonso,11,-,,-,-,-,990',19,1
234880,lorenzo-andrenacci,-,-,,-,-,-,-,-,-
461909,diego-abbrandini,10,-,,1,-,-,823',12,4
337381,andrea-cistana,39,4,1,7,-,-,3.520',,
213614,jhon-chancellor,34,1,1,6,-,-,2.942',,
503619,andrea-papetti,5,-,-,1,-,-,63',,
395805,massimiliano-mangraviti,29,-,-,2,-,-,2.180',,
331467,felipe-curcio,31,1,1,7,-,-,2.277',,
397033,sandro-tonali,45,5,3,11,-,-,3.151',,
403845,mattia-viviani,21,2,1,9,-,-,1.316',,
163216,dimitri-bisoli,41,5,5,5,-,-,3.284',,
34453,birkir-bjarnason,33,7,1,2,-,-,1.910',,
235413,jaromir-zmrhal,47,11,8,1,-,-,2.879',,
88713,luca-tremolada,38,10,7,3,-,-,2.488',,
243239,nikolas-spalek,10,1,-,3,-,-,223',,
187047,simon-skrabb,30,3,4,4,-,-,1.838',,
536460,andrea-ghezzi,31,4,1,5,-,-,2.110',,
130485,alfredo-donnarumma,33,15,4,-,-,-,2.097',,
159883,ernesto-torregrossa,33,8,2,6,-,-,1.351',,
372713,florian-aye,21,5,-,-,-,-,1.019',,
318707,karlo-letica,4,-,,2,-,-,360',1,3
524393,marco-meneghetti,3,-,,1,-,-,270',4,-
479709,paolo-cannistra,19,-,-,3,-,-,1.308',,
498043,jakub-iskra,13,1,1,1,-,-,652',,
579206,federico-zanchetta,2,-,-,-,-,-,67',,
637117,altin-kryeziu,21,-,-,5,1,-,1.545',,
363610,georgi-tunjov,28,3,-,3,1,-,1.291',,
543736,krisztofer-horvath,33,19,12,7,-,-,2.628',,
466808,jaume-cuellar,35,2,3,1,-,-,1.751',,
88595,mauro-vigorito,18,-,,-,-,-,1.585',26,3
215167,marco-bleve,7,-,,-,-,-,499',4,3
297367,gianmarco-chironi,20,-,,6,-,-,1.830',27,6
568617,razvan-sava,-,-,,-,-,-,-,-,-
124002,biagio-meccariello,24,-,-,9,-,-,1.589',,
642967,brayan-vera,33,-,-,6,-,-,2.267',,
550116,ilario-monterisi,21,2,-,3,-,-,1.637',,
387112,luka-dumancic,15,-,1,1,-,-,825',,
454667,augustas-dubickas,7,-,-,-,-,-,660',,
75327,marco-calderoni,28,-,4,5,1,-,1.548',,
392516,antonino-gallo,27,1,1,4,-,-,1.872',,
542571,michele-laraspata,4,-,-,1,-,-,83',,
621282,vito-mattia-radicchio,14,-,-,3,-,-,963',,
164231,romario-benzar,,,,,,,,,
542570,roberto-pierno,34,3,6,7,-,1,2.958',,
621277,silvio-colella,16,1,2,1,-,-,1.352',,
218067,jacopo-petriccione,25,-,-,3,-,-,1.053',,
178219,thom-haye,40,8,14,9,-,-,3.525',,
542572,sergio-maselli,12,-,-,1,-,-,470',,
58970,yevgen-shakhov,26,1,-,5,-,-,840',,
180805,zan-majer,25,3,5,5,-,-,1.653',,
134369,andrea-tabanelli,,,,,,,,,
51736,marco-mancosu,34,6,2,5,-,-,2.911',,
600041,mattia-felici,13,1,1,1,-,-,412',,
537142,salvatore-rimoli,18,-,1,2,-,-,762',,
134983,andrea-la-mantia,19,3,2,-,-,1,564',,
395295,edgaras-dubickas,36,11,1,1,-,-,2.017',,
696996,samuele-oltremarini,14,-,-,-,-,-,375',,
